Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	responsesForQuestionnaire	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-heartland.fhir.us.protocol.json	16519	-	0	0	0	0	0	0	10	75	0	0	0	0	0	0	0	1	0	0	81	124	0	0	0	0	7	0	3
fsh-generated/resources/CarePlan-CarePlanExampleTier2.json	3506	2	0	0	2	0	0	0	2	469	0	0	0	0	0	0	0	0	0	0	19	20	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-heartland-evidence-level.json	1313	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	10	39	0	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-heartland-implementation-tier.json	1557	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	10	28	0	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-heartland-monitoring-track.json	1025	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	30	0	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-heartland-risk-tier.json	1114	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	26	0	0	0	0	0	0	0
fsh-generated/resources/Observation-ObservationExampleWeightRedFlag.json	1158	1	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	7	9	0	0	0	0	0	0	0
fsh-generated/resources/Patient-PatientExampleRural.json	1031	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	9	7	0	0	0	0	0	0	0
fsh-generated/resources/Questionnaire-heartland-facility-tier-questionnaire.json	2894	1	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	42	14	0	0	0	0	4	0	0
fsh-generated/resources/Questionnaire-heartland-patient-track-questionnaire.json	1229	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	31	7	0	0	0	0	0	0	0
fsh-generated/resources/Questionnaire-heartland-risk-input-questionnaire.json	2145	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	55	10	0	0	0	0	2	0	0
fsh-generated/resources/QuestionnaireResponse-QuestionnaireResponseExampleRiskInputs.json	2191	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	49	13	0	0	0	0	0	0	0
fsh-generated/resources/RiskAssessment-RiskAssessmentExampleHigh.json	970	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	6	10	0	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-heartland-careplan.json	4148	1	0	30	0	0	0	0	0	39	0	0	0	0	0	0	0	1	0	0	289	919	0	0	1	0	10	0	1
fsh-generated/resources/StructureDefinition-heartland-distance-to-cardiology.json	2606	1	0	6	1	0	0	0	0	13	0	0	0	0	0	0	0	1	0	0	96	102	0	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-heartland-facility-tier.json	2209	0	0	2	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	56	74	0	0	0	0	1	0	1
fsh-generated/resources/StructureDefinition-heartland-monitoring-track-ext.json	2101	2	0	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	46	65	0	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-heartland-patient.json	2012	1	0	23	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	207	202	0	0	0	0	14	0	0
fsh-generated/resources/StructureDefinition-heartland-questionnaire-response.json	1999	2	0	15	0	0	0	0	0	21	0	0	0	0	0	0	0	1	0	0	169	153	0	0	0	0	17	1	2
fsh-generated/resources/StructureDefinition-heartland-remote-monitoring-observation.json	3939	2	0	35	0	0	0	0	0	28	0	0	0	0	0	0	0	1	0	0	286	522	0	0	0	0	28	0	2
fsh-generated/resources/StructureDefinition-heartland-risk-assessment.json	3494	1	0	16	0	0	0	0	1	20	0	0	0	0	0	0	0	0	0	0	175	124	0	0	0	0	5	0	1
fsh-generated/resources/StructureDefinition-heartland-social-support-score.json	1994	2	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	41	51	0	0	0	0	2	0	0
fsh-generated/resources/ValueSet-heartland-evidence-level-vs.json	589	1	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	8	112	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-heartland-implementation-tier-vs.json	644	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	7	23	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-heartland-monitoring-observation-code-vs.json	1228	1	0	0	0	0	0	0	0	272	0	0	0	0	0	0	0	0	0	0	8	22	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-heartland-monitoring-track-vs.json	606	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	19	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-heartland-risk-tier-vs.json	576	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	17	0	0	0	0	1	0	0
/fsh-generated/includes/fsh-link-references.md	2068	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
/fsh-generated/includes/menu.xml	1243	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/implementation.md	5647	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/risk-assessment.md	3417	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
/input/pagecontent/index.md	2746	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/background.md	3933	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/template/config	0	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/template/config/_config.yml	140	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/temp/pages/_includes/artifacts.xml	19256	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	0	0	0	0	0	0	0
